PDB_ID,score,Resolution,pubmed_id,Assembly,method,pH,temp,pdbx_details,pdbx_pH_range,ligands,COMPOUNDS (con_unit=mM)
13RG,0.605864435,2.08,41638277.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,291.0,'1.4 M Sodium Maleate pH 6.0',,"ZN, MLI, A1CXE","['sodium maleate', '1400.0']"
13QX,0.6037276828632478,2.21,41638277.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,291.0,'1.4 M Sodium Maleate pH 6.0',,"ZN, MLI, A1CW5","['sodium maleate', '1400.0']"
9PUJ,0.5703112343874643,2.0,41521555.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",,291.0,";0.2 mM sodium citrate and 15-25 % PEG-3350
27.7 mg/mL protein
1:1 drop ratio
;",,"ZN, A1CLF","['sodium citrate', '0.2', 'PEG 3350', '20.0%']"
7D6H,0.553870133005698,1.6,33979649.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",4.5,289.0,"'0.1 M acetate buffer pH 4.5, 0.8 M NaH2PO4/1.2M K2HPO4'",,"ZN, PO4","['sodium acetate', '100.0', 'nah2po4/12m k2hpo4', '800.0']"
9BRV,0.5532172172934473,2.6,39140055.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'0.2M magnesium formate, 15-25%PEG3350'",,"A1ASK, ZN, SO4, CL","['magnesium formate', '200.0', 'PEG 3350', '20.0%']"
7CJD,0.5526675265811967,2.501,32895623.0,tetrameric,"'VAPOR DIFFUSION, HANGING DROP'",8.1,296.0,"'3%dextran sulfate sodium salt,0.1m Bicine ph8.5,15%PEG20000'",,"ZN, EDO","['dextran sulfate sodium', '3%', 'bicine', '100.0', 'PEG 20000', None]"
7D47,0.5526675265811967,1.97,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.0,283.0,"'0.1M Tris 7 , 0.2M CaOAc, 18% PEG 8000'",,"ZN, CA","['tris', '100.0', 'caoac', '200.0', 'PEG 8000', '18%']"
9BRX,0.5526675265811967,1.8,39140055.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'0.2M sodium citrate, 15%-25% PEG3350'",,"A1ASL, ZN, SO4","['sodium citrate', '200.0', 'PEG 3350', '20.0%']"
6WUU,0.5525049665811966,2.79,33067239.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,291.0,'Ammonium Sulfate',,"ZN, MG","['ammonium sulfate', None]"
6WX4,0.5525049665811966,1.655,33067239.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.5,291.0,"'0.8 M Potassium sodium tartrate tetrahydrate, 0.1 M Tris HCl pH 8.5 and 0.5% w/v Polyethylene glycol monomethyl ether 5,000'",,ZN,"['potassium sodium tartrate', '800.0', 'tris-HCl', '100.0', 'PEG MME 5000', '0.5% w/v']"
9F7P,0.5525049665811966,1.7,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,288.0,'1.8 M sodium malonate',,"ZN, MLI, PEG, NA, CL","['sodium malonate', '1800.0']"
9F7Q,0.5525049665811966,2.3,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,288.0,"'2.5 M ammonium sulfate,0.1M MES'",,"ZN, GOL, SO4","['ammonium sulfate', '2500.0', 'MES', '100.0']"
8EUA,0.5524456315811966,3.1,36977673.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",,289.0,"'PEG 3350, CaCl2, CdCl2 and CoCl3'",,"WUK, ZN, SO4","['PEG 3350', None, 'calcium chloride', None, 'cocl3', None]"
8JUX,0.5524456315811966,3.2,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",5.5,283.0,"'0.05 M sodium cacodylate, pH5.5 , 0.1 M Magnesium acetate, 16% PEG6k'",,"MG, V00","['sodium cacodylate', '50.0', 'magnesium acetate', '100.0', 'PEG 6000', '16%']"
6XG3,0.5519552758689459,2.48,33531496.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",4.5,277.0,"'0.1 M acetate buffer, 0.8 NaH2PO4/1.2 M K2HPO4'",,"ZN, PO4, CL","['sodium acetate', '100.0', 'nah2po4/12 m k2hpo4', '0.8']"
7E35,0.5519552758689459,2.4,33979649.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",5.5,289.0,"'0.1M sodium citrate tribasic dihydrate at pH 5.5, 16%(v/v) PEG 8000'",,"ZN, GYX","['sodium citrate', '100.0', 'PEG 8000', '16% v/v']"
9F7R,0.5524456315811966,1.5,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",4.5,288.0,"'1.2M K2HPO4, 0.8M NaH2PO4, 0.1M sodium acetate'",,"ZN, GOL, PO4","['potassium hydrogen phosphate', '1200.0', 'sodium dihydrogen phosphate', '800.0', 'sodium acetate', '100.0']"
7KOK,0.5519552758689459,2.0,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder496'",,"Y96, ZN, CL, ACT, MES, UNX","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder496', '4.0']"
7M1Y,0.5519552758689459,2.02,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.5,277.0,"'0.1 M Tris-Cl, pH 8.5, 3.5 M sodium formate, 0.1 M sodium iodide, 4 mM ebselen'",,"9JT, ZN, CL, GOL, IOD, FMT, NA","['tris-HCl', '100.0', 'sodium formate', '3500.0', 'sodium iodide', '100.0', 'ebselen', '4.0']"
7RBR,0.5519552758689459,1.88,37185902.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,280.0,"'0.2 M di-sodium tartrate, 20% PEG-3350,'",,"ZN, CL, EDO","['sodium tartrate', '200.0', 'PEG 3350', '20%']"
7RBS,0.5519552758689459,2.98,37185902.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,"'0.02 M MgCl2, 0.1 M HEPES buffer, 22% poly(acrylicacid sodium salt) 5100'",,ZN,"['magnesium chloride', '20.0', 'HEPES', '100.0', 'sodium polyacrylate', '22%']"
8FWN,0.5519552758689459,1.5,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",4.5,277.0,"'100 mM Sodium acetate, 0.8 M Monosodium phosphate, 1.2 M Dipotassium hydrogen phosphate'",,"PO4, GOL, ACT, ZN, CL","['sodium acetate', '100.0', 'monosodium phosphate', '800.0', 'potassium hydrogen phosphate', '1200.0']"
7SQE,0.5519552758689459,2.0,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,277.0,"'0.2 M lithium citrate, 20% PEG3350'",,"JWX, ZN, CL, EDO","['lithium citrate', '200.0', 'PEG 3350', '20%']"
7TZJ,0.5519552758689459,2.66,35494659.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",5.46,281.0,";0.117 M Zinc acetate
21.6% PEG 8000
0.1 M bis-tris chloride (pH 5.46)
;",,"S88, ZN, DMS","['zinc(II) acetate', '117.0', 'PEG 8000', '21.6%', 'bis-tris chloride', '100.0']"
8YX4,0.5519552758689459,2.28,39580525.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,298.0,"'5 mM CoCl2.6H2O, 5 mM NiCl2.6H2O, 5 mM CdCl2.H2O, 5 mM MgCl2.6H2O, 0.1 M HEPES pH 7.5, 12% w/v PEG 3350'",,"A1LZ6, GOL, ZN, CD, CL","['cocl26h2o', '5.0', 'nicl26h2o', '5.0', 'cdcl2h2o', '5.0', 'magnesium chloride', '5.0', 'HEPES', '100.0', 'PEG 3350', '12% w/v']"
8YX5,0.5519552758689459,1.74,39580525.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.6,298.0,"'0.03 M Citric acid, 0.07 M BIS-TRIS propane)/pH 7.6, 20% w/v PEG 3350'",,"A1LZ8, ZN, GOL","['citric acid', '30.0', 'bis-tris propane/ph', '70.0', 'PEG 3350', '20% w/v']"
9CSY,0.5519552758689459,2.595,39213347.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",5.0,293.15,"'0.1 M Sodium citrate tribasic dihydrate pH 5.0, 30% v/v Jeffamine ED-2001 pH 7.0'",,"TFA, ZN, A1AZ1","['sodium citrate', '100.0', 'jeffamine ed-2001', '30% v/v']"
9CYD,0.5519552758689459,2.8,40180914.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.6,277.0,";0.3 M Sodium Malonate
6% w/v PGA-LM
0.05 mM Zinc Chloride
0.1 M Tris pH 7.6
;",,"A1A0U, ZN, CL","['sodium malonate', '300.0', 'pga-lm', '6% w/v', 'zinc(II) chloride', '0.05', 'tris', '100.0']"
6XAA,0.5517927158689458,2.7,32845033.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.5,293.0,"'30% PEG4000, 0.2 M sodium acetate, 0.1 M Tris chloride, pH 8.5'",,ZN,"['PEG 4000', '30%', 'sodium acetate', '200.0', 'tris-HCl', '100.0']"
6YVA,0.5517927158689458,3.18,32726803.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",6.5,293.0,"'18% PEG4450, 100 mM bis-tris propane pH 6.5, 200 mM Potassium thiocyanate'",,ZN,"['PEG 4450', '18%', 'bis-tris propane', '100.0', 'potassium thiocyanate', '200.0']"
7JIV,0.5517927158689458,2.05,33531496.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder530'",,"VBY, ZN, MES, CL, ACT","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder530', '4.0']"
7KOJ,0.5517927158689458,2.02,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder494'",,"Y94, ZN, CL, MES, ACT, UNX","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder494', '4.0']"
7SGV,0.5517927158689458,2.0,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.0,277.0,"'3 M sodium chloride, 0.1 M Bis_tris buffer, pH 5.5'",,"L30, ZN, CL","['sodium chloride', '3000.0', 'bis-tris', '100.0']"
8XTD,0.5517927158689458,2.7,41527419.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,277.15,"'0.1 M Tris-HCl (pH 7.5-9.0), 1.4 M NaH2PO4, 2-15% Glycerol'",7.5-9.0,"356, GOL","['tris-HCl', '100.0', 'sodium dihydrogen phosphate', '1400.0', 'glycerol', '8.5%']"
9HHH,0.5517927158689458,1.98,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.0,293.15,"'1.45 M Ammonium Sulfate, 0.1 M Bicine pH 8, 10 % Glycerol'",,"GOL, ZN, SO4","['ammonium sulfate', '1450.0', 'bicine', '100.0', 'glycerol', '10%']"
9BF7,0.5517927158689458,1.68,40297819.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.0,277.15,"'Monosodium phosphate, dipotassium phosphate, tris-HCl, sucrose'",,"PO4, GOL, ACT, ZN","['monosodium phosphate', None, 'dipotassium phosphate', None, 'tris-HCl', None, 'sucrose', None]"
6WRH,0.5517333808689459,1.6,33531496.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",4.5,277.0,"'0.1 M Acetate buffer, 0.8 M NaH2PO4 / 1.2 M K2HPO4'",,"ZN, PO4, CL, GOL","['sodium acetate', '100.0', 'sodium dihydrogen phosphate', '800.0', 'potassium hydrogen phosphate', '1200.0']"
6XA9,0.5517333808689459,2.9,32845033.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.2 M lithium sulfate, 25% PEG3350, 0.1 M Bis-Tris chloride, pH 6.5'",,"GOL, ZN","['lithium sulfate', '200.0', 'PEG 3350', '25%', 'bis-tris chloride', '100.0']"
7CJM,0.5517333808689459,3.2,33473130.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,283.0,";12% PEG 3350, 0.1M Tris pH 7.5, 0.005M Cobalt(II) chloride hexahydrate, 0.005M Cadmium chloride hemi(pentahydrate), 0.005M Magnesium chloride hexahydrate, 0.005M Nickel(II) chloride hexahydrate
;",,"TTT, ZN","['PEG 3350', '12%', 'tris', '100.0', 'cobalt(II) chloride', '5.0', 'cadmium chloride hemipentahydrate', '5.0', 'magnesium chloride', '5.0', 'nickel(II) chloride', '5.0']"
7JIR,0.5517333808689459,2.09,33531496.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder457'",,"TTT, ZN, CL, MES, ACT","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder457', '4.0']"
7JIT,0.5517333808689459,1.95,33531496.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder495'",,"Y95, ZN, CL, MES, ACT","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder495', '4.0']"
7KRX,0.5517333808689459,2.72,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer pH 6.0, 0.2 M zinc acetate, 10% PEG 8000, 4 mM PLP_Snyder441'",,"Y41, ZN, CL, ACT, UNX","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%', 'plp_snyder441', '4.0']"
7SGU,0.5517333808689459,1.79,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",4.5,277.0,"'0.1 M sodium acetate pH 4.5, 2 M sodium formate, 4 mM PLP_Snyder608'",,"9EI, ZN, CL, FMT","['sodium acetate', '100.0', 'sodium formate', '2000.0', 'plp_snyder608', '4.0']"
8X1X,0.5517333808689459,2.3,41527419.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,277.15,"'0.1 M Tris-HCl (pH 7.5-9.0), 1.4 M NaH2PO4,  2-15% Glycerol'",7.5-9.0,"4OA, GOL, NA","['tris-HCl', '100.0', 'sodium dihydrogen phosphate', '1400.0', 'glycerol', '8.5%']"
8YX2,0.5517333808689459,2.31,39580525.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,298.0,"'0.2 M Lithium sulfate monohydrate, 0.1M HEPES pH7.5, 25% w/v PEG 3350'",,"ZN, A1LZ5","['lithium sulfate', '200.0', 'HEPES', '100.0', 'PEG 3350', '25% w/v']"
8YX3,0.5517333808689459,2.6,39580525.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.6,298.0,"'0.03 M Citric acid, 0.07 M BIS-TRIS propane)/pH 7.6, 20% w/v PEG 3350'",,A1LZ7,"['citric acid', '30.0', 'bis-tris propane/ph', '70.0', 'PEG 3350', '20% w/v']"
8ZSE,0.5517333808689459,2.8,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,277.0,"'0.05 M Zinc acetate dihydrate, 20% w/v Polyethylene glycol 3,350'",,"ZN, A1L2A","['zinc(II) acetate', '50.0', 'PEG 3350', '20% w/v']"
9CYB,0.5517333808689459,1.98,40180914.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",5.72,281.0,";0.2 M Sodium Succinate
10% PEG 8000 (w/v)
0.1 M trisodium citrate-citric acid pH 5.72
;",,"SIN, A1A0T","['sodium succinate', '200.0', 'PEG 8000', '10% w/v', 'trisodium citrate-citric acid', '100.0']"
9CYK,0.5517333808689459,1.88,40180914.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",5.97,281.0,";0.2 M Lithium Acetate
10% w/v PEG 8000
0.1 M trisodium citrate-citric acid pH 5.97
0.44 mM Inhibitor
;",,"A1A0V, ACY, GOL","['lithium acetate', '200.0', 'PEG 8000', '10% w/v', 'trisodium citrate-citric acid', '100.0']"
9CYC,0.5517333808689459,2.01,40180914.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",5.4,281.0,";0.2 M Sodium Acetate
10% PEG 8000 (w/v)
0.1 M trisodium citrate-citric acid pH 5.4
;",,"A1A0S, ACY, GOL","['sodium acetate', '200.0', 'PEG 8000', '10% w/v', 'trisodium citrate-citric acid', '100.0']"
9PV6,0.5512430251566951,1.45,41521555.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,";50 mM HEPES pH = 7.0, Tryptone 2-4 % w/v and 10-16 % PEG-3350
12 mg/mL protein
1:1 drop ratio
;",2-4,"ZN, EDO, A1CLN, NA","['HEPES', '50.0', 'tryptone', None, 'PEG 3350', '13.0%']"
9PUY,0.5512430251566951,1.75,41521555.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,291.0,";0.2 mM sodium citrate and 15-25 % PEG-3350
27.7 mg/ml protein
1:1 drop ratio
;",,"ZN, A1CLD, PO4, K","['sodium citrate', '0.2', 'PEG 3350', '20.0%']"
9PV9,0.5512430251566951,2.0,41521555.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,";50 mM HEPES pH = 7.0, Tryptone 2-4 % w/v and 10-16 % PEG-3350
12 mg/ mL portein
1:1 drop ratio
;",2-4,"ZN, A1CLP, GOL","['HEPES', '50.0', 'tryptone', None, 'PEG 3350', '13.0%', 'mg/', '12', 'portein', '3.0% w/v']"
9PVI,0.5512430251566951,1.8,41521555.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,";50 mM HEPES pH = 7.0, Tryptone 2-4 % w/v and 10-16 % PEG-3350
12 mg/mL protein 
1:1 drop ratio
crystallization with weak affinity ligand then back soak with desired ligand for 2 days prior to freezing
;",2-4,"ZN, A1CLO, EDO","['HEPES', '50.0', 'tryptone', None, 'PEG 3350', '13.0%', 'weak affinity', '1', 'back', None, 'desired', None]"
9Z0C,0.5512430251566951,1.9,41629155.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,";10-16 % PEG-3350, 2-4% Tryptone, 50 mM HEPES pH = 7.0
1:1 drop ratio
corcrystal:14 mg/mL protein incubated with 10 mM ligand 1 h before drop set up
;",,"A1CZV, EDO, NA","['PEG 3350', '13.0%', 'tryptone', '3.0%', 'HEPES', '50.0', 'corcrystal', '1', 'h', '1']"
7CMD,0.5510804651566952,2.59,32895623.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",5.6,296.0,"'0.24M ammonium acetate,0.1M sodium citrate pH5.6,24% PEG4000'",,"TTT, ZN","['ammonium acetate', '240.0', 'sodium citrate', '100.0', 'PEG 4000', None]"
9PVK,0.5510804651566952,1.8,41521555.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,";50 mM HEPES pH = 7.0, Tryptone 2-4 % w/v and 10-16 % PEG-3350
12 mg/mL protein
1:1 drop ratio
cocrystalised with weak affinity ligand then back soaked with ligand of interest
;",2-4,"ZN, EDO, A1CLL","['HEPES', '50.0', 'tryptone', None, 'PEG 3350', '13.0%', 'cocrystalised', '1', 'weak affinity', None, 'back', None]"
9Z6C,0.5510804651566952,2.06,41557701.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,290.15,'3.5 M Sodium formate',,"A1C1A, CL, ZN","['sodium formate', '3500.0']"
9BRW,0.5510211301566952,2.5,39140055.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'0.2M magnesium formate, 15-25% PEG3350'",,"A1ARL, ZN, CL","['magnesium formate', '200.0', 'PEG 3350', '20.0%']"
9Z6B,0.5510211301566952,2.7,41557701.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.2,277.15,'1.8 M sodium/potassium phosphate pH 8.2',,"ZN, A1C09","['sodium hydrogen phosphate', '1800.0', 'potassium dihydrogen phosphate', '1800.0']"
6W9C,0.5505307744444444,2.7,,trimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,"'0.2 M magnesium acetate, 10% PEG 8000'",,"ZN, CL","['magnesium acetate', '200.0', 'PEG 8000', '10%']"
6WZU,0.5505307744444444,1.79,33531496.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",4.5,277.0,"'0.1 M acetate buffer, 0.8 NaH2PO4/1.2 M K2HPO4, seeds from PLprotease C111S mutant crystals'",,"ZN, GOL, PO4, CL","['sodium acetate', '100.0', 'nah2po4/12 m k2hpo4', '0.8', 'plprotease c111s', None]"
7LLF,0.5505307744444444,2.3,33594371.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,289.0,"'0.1 M MIB buffer pH 6.5, 0.2M (NH4)2SO4, 13-16% PEG 3350, 20% glycerol'",13-16,"ZN, SO4, BO3, Y54, GOL","['ammonium sulfate', '200.0', 'PEG 3350', '14.5%', 'glycerol', '20%', 'sodium malonate', '100.0', 'imidazole', '100.0', 'boric acid', '100.0']"
7JN2,0.5505307744444444,1.93,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,277.0,"'0.1 M MES buffer, 0.2 M zinc acetate, 10% PEG 8000'",,"Y41, ZN, CL, ACT, UNX","['MES', '100.0', 'zinc(II) acetate', '200.0', 'PEG 8000', '10%']"
7LOS,0.5505307744444444,2.9,33594371.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,289.0,"'0.1M MIB buffer pH 6.5, 0.2 M (NH4)2SO4, 13-16% PEG 3350, 20% glycerol'",13-16,"ZN, SO4, Y97, CL","['ammonium sulfate', '200.0', 'PEG 3350', '14.5%', 'glycerol', '20%', 'sodium malonate', '100.0', 'imidazole', '100.0', 'boric acid', '100.0']"
7OFU,0.5505307744444444,1.72,35953531.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,277.0,";Co-crystallization with the compounds was achieved mixing 0.2 uL of protein solution (22 mg/mL) in 50 mM TRIS buffer (pH 8.0) containing 1 mM TCEP and 150 mM NaCl with 0.1 uL of reservoir solution consisting of 1.0M NaH2PO4/1.0MKH2PO4, 100mM Tris_HCl pH=7.5. This growth solution was equilibrated by sitting drop vapor diffusion against 80 uL reservoir solution. Prior to crystallization 100 nL droplets of 10 mM compound solutions in DMSO were applied to the wells of SwissCI 96-well plates (2-well) and subsequently dried in vacuum.
;",,"HE9, GOL, ZN, PO4, CL","['nah2po4/10mkh2po4', '1000.0', 'tris-HCl', '100', 'DMSO', '10.0', 'applied', '100', '96-well', None, '2-well', None, 'subsequently dried', None, 'vacuum', None]"
7RZC,0.5505307744444444,2.04,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,277.0,"'0.2 M magnesium acetate, 20% PEG3350'",,"JWX, ZN, CL, EDO","['magnesium acetate', '200.0', 'PEG 3350', '20%']"
7SDR,0.5505307744444444,2.72,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,277.0,"'0.2 M sodium citrate, 20% PEG 3350'",,"JW9, ZN, EDO, CL, GOL","['sodium citrate', '200.0', 'PEG 3350', '20%']"
7UV5,0.5505307744444444,1.45,37185902.0,trimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,289.0,"'0.2 M sodium tartrate, 15% PEG3350'",,"ZN, EDO","['sodium tartrate', '200.0', 'PEG 3350', '15%']"
7SGW,0.5505307744444444,1.95,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.0,277.0,"'0.1 M Bis_tris propane, pH 7.0, 2.5 M ammonium sulfate, 4 mM PLP_Snyder630'",,"L30, ZN, CL","['bis-tris propane', '100.0', 'ammonium sulfate', '2500.0', 'plp_snyder630', '4.0']"
7YBG,0.5505307744444444,1.9,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",,277.0,'1.4 M sodium malonate dibasic monohydrate',,"DTT, MLA, ZN, NA, CL","['sodium malonate dibasic', '1400.0']"
8UUF,0.5505307744444444,2.84,38547259.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.4,277.0,"'0.2M Zinc acetate, 0.1M Bis Tris, 10% PEG 8000'",5.5-6.5,"XWO, ACT, ZN, CL","['zinc(II) acetate', '200.0', 'bis-tris', '100.0', 'PEG 8000', '10%']"
8UUU,0.5505307744444444,3.01,38547259.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",5.9,277.0,"'0.2M Zinc Acetate, 0.1M BisTris pH 5.9, 12% PEG 8000'",5.5-6.5,"XYR, ACT, ZN, CL, GOL","['zinc(II) acetate', '200.0', 'bis-tris', '100.0', 'PEG 8000', '12%']"
8UUV,0.5505307744444444,3.01,38547259.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.4,277.0,"'0.2M Zinc Acetate, 0.1M BisTris pH 6.4, 8% PEG 8000'",5.5-6.5,"Y2I, ZN, CL","['zinc(II) acetate', '200.0', 'bis-tris', '100.0', 'PEG 8000', '8%']"
8Z4W,0.5505307744444444,2.33,39574309.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,293.0,"'20% (w/v) PEG 8000, 100 mM HEPES/ Sodium hydroxide pH 7.5'",,"A1D7X, ZN, GOL","['PEG 8000', '20% w/v', 'hepes/ sodium hydroxide', '100.0']"
8VEC,0.5505307744444444,2.0,39043718.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,277.15,"'0.1M trisodium citrate pH 5.5, 20% w/v PEG3000'",,ZN,"['sodium citrate', '100.0', 'PEG 3000', '20% w/v']"
9DOI,0.5505307744444444,2.3,39948104.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",5.8,277.0,"'200 mM zinc acetate, 0.1 M Bis-Tris pH 5.5-6.6, and 6-20% PEG 8000'",5.5-6.6,"A1BEL, PEG, ACT, CL, ZN","['zinc(II) acetate', '200.0', 'bis-tris', '100.0', 'PEG 8000', '13.0%']"
9DNU,0.5505307744444444,2.3,39948104.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",5.6,277.0,"'200 mM zinc acetate, 0.1 M Bis-Tris pH 5.5-6.6, and 6-20% PEG 8000'",5.5-6.6,"A1BEG, ACT, ZN, CL, EDO","['zinc(II) acetate', '200.0', 'bis-tris', '100.0', 'PEG 8000', '13.0%']"
9F7S,0.5505307744444444,1.8,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,288.0,"'1.4 M sodium malonate, 5% PEG300'",,"ZN, MLI, PEG, CL, NA","['sodium malonate', '1400.0', 'PEG 300', '5%']"
9HHI,0.5505307744444444,2.7,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.0,293.15,"'1.45 M Ammonium Sulfate, 0.1 M Bicine pH 8, 10 % Glycerol'",,"GOL, ZN, CL, SO4","['ammonium sulfate', '1450.0', 'bicine', '100.0', 'glycerol', '10%']"
9M91,0.5505307744444444,2.3,,dimeric,EVAPORATION,6.0,277.0,'1.6 M Sodium Malonate Dibasic Monohydrate',,"ZN, CL, BZX",
9M93,0.5505307744444444,1.84,,dimeric,EVAPORATION,6.0,277.0,'1.6 M Sodium Malonate Dibasic Monohydrate',,"ZN, FB2, MLI",
9M9A,0.5505307744444444,2.36,,dimeric,EVAPORATION,6.0,277.0,'1.6 M Sodium Malonate Dibasic Monohydrate',,"ZN, 9VQ",
9M97,0.5505307744444444,2.43,,dimeric,EVAPORATION,6.0,277.0,'1.6 M Sodium Malonate Dibasic Monohydrate',,"ZN, A1ENB",
9M9B,0.5505307744444444,1.71,,dimeric,EVAPORATION,6.0,277.0,'1.6 M Sodium Malonate Dibasic Monohydrate',,"ZN, A1ENC, MLI, CL",
