query_id,pdb_id,score,Resolution,pubmed_id,apparatus,atmosphere,crystal_id,details,method,method_ref,pH,pressure,pressure_esd,seeding,seeding_ref,temp,temp_esd,temp_details,time,pdbx_details,pdbx_pH_range
UniRef100_A0A6P2AIM1,2QKE,0.9504134953299337,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P2AIM1,1VGL,0.941747572815534,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A6P2AIM1,4KSO,0.940704757465856,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A6P2AIM1,5JWQ,0.9067241749415841,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A6P2AIM1,5JWO,0.893499432965154,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A6P2AIM1,5JWR,0.893499432965154,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A6P2AIM1,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A3D1PHX9,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A3D1PHX9,1WWJ,0.9768518518518519,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A3D1PHX9,2QKE,0.9526608883540257,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A3D1PHX9,1VGL,0.9444444444444444,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A3D1PHX9,4KSO,0.9387719994651368,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A3D1PHX9,5JWQ,0.910994221687359,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A3D1PHX9,5JWO,0.8984436976181565,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A3D1PHX9,5JWR,0.8984436976181565,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A3D1PHX9,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A1Q2TWE8,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A1Q2TWE8,1WWJ,0.9901960784313726,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A1Q2TWE8,2QKE,0.9842513022973808,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1Q2TWE8,1VGL,0.9754901960784313,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1Q2TWE8,4KSO,0.9695454199444395,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A1Q2TWE8,5JWQ,0.9401336552385573,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A1Q2TWE8,5JWO,0.9267661377053025,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A1Q2TWE8,5JWR,0.9267661377053025,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A1Q2TWE8,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A524RNP7,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A524RNP7,2QKE,0.9936940267555852,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A524RNP7,1VGL,0.9842105263157894,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A524RNP7,1WWJ,0.9736842105263157,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A524RNP7,4KSO,0.9726413951766377,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A524RNP7,5JWQ,0.9515887635976904,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A524RNP7,5JWO,0.9266113389436925,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A524RNP7,5JWR,0.9266113389436925,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A524RNP7,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI0020CD749F,2QKE,0.998957184650322,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI0020CD749F,1R5P,0.9852941176470589,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI0020CD749F,1VGL,0.9852941176470589,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI0020CD749F,1WWJ,0.9656862745098039,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI0020CD749F,4KSO,0.9646434591601258,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI0020CD749F,5JWQ,0.9548395375914984,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI0020CD749F,5JWO,0.9365700592739299,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI0020CD749F,5JWR,0.9365700592739299,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI0020CD749F,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI00223AB7E9,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI00223AB7E9,2QKE,0.9887531030176688,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI00223AB7E9,1VGL,0.9795918367346939,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI00223AB7E9,1WWJ,0.9693877551020409,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI00223AB7E9,4KSO,0.9683449397523628,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI00223AB7E9,5JWQ,0.9428347356707301,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI00223AB7E9,5JWO,0.9237649372251104,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI00223AB7E9,5JWR,0.9237649372251104,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI00223AB7E9,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A1Z4RLZ7,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A1Z4RLZ7,1WWJ,0.9903846153846154,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A1Z4RLZ7,2QKE,0.9604956461887835,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1Z4RLZ7,1VGL,0.9519230769230769,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1Z4RLZ7,4KSO,0.9508802615733989,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A1Z4RLZ7,5JWQ,0.9172264154195527,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A1Z4RLZ7,5JWO,0.8993340110084699,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A1Z4RLZ7,5JWR,0.8993340110084699,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A1Z4RLZ7,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A1C0VDK6,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A1C0VDK6,1WWJ,0.9901960784313726,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A1C0VDK6,2QKE,0.9646434591601258,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1C0VDK6,4KSO,0.9548395375914984,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A1C0VDK6,1VGL,0.9509803921568627,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A1C0VDK6,5JWQ,0.9205258121013024,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A1C0VDK6,5JWO,0.9022563337837338,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A1C0VDK6,5JWR,0.9022563337837338,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A1C0VDK6,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A928VRB1,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A928VRB1,1WWJ,0.9801980198019802,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A928VRB1,2QKE,0.9791552044523022,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A928VRB1,1VGL,0.9702970297029703,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A928VRB1,4KSO,0.9445017391057675,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A928VRB1,5JWQ,0.9395512440562626,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A928VRB1,5JWO,0.9161371336284241,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A928VRB1,5JWR,0.9161371336284241,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A928VRB1,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A0R0MGE0,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A0R0MGE0,1WWJ,0.9807692307692308,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A0R0MGE0,2QKE,0.970111030804168,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A0R0MGE0,1VGL,0.9615384615384616,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A0R0MGE0,4KSO,0.9460725692657066,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A0R0MGE0,5JWQ,0.9268418000349373,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A0R0MGE0,5JWO,0.9089493956238545,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A0R0MGE0,5JWR,0.9089493956238545,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A0R0MGE0,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A8J6QMD4,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A8J6QMD4,2QKE,0.9838056694988069,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A8J6QMD4,4KSO,0.9787551644483017,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A8J6QMD4,1WWJ,0.9747474747474747,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A8J6QMD4,1VGL,0.9696969696969697,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
